mode,image,category,explanation,gold_label,predicted_label
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/BRAND_DEPENDENT/test/TE-285.jpg,BRAND_DEPENDENT,"This Hindi-language image subverts a typical ""before and after"" comparison meme by featuring a melancholic emoji labeled ""Young"" (जवान) and ""Depression"" (डिप्रेशन) on the left, while the ""Old"" (बूढ़ा) side is left starkly blank aside from text stating ""No treatment"" (इलाज नहीं) and referencing an ""Old age Filter"" (बुढ़ापा Filter). The jarring emotional weight of the image stems from this dark irony, utilizing a lighthearted internet trend—social media aging filters—to convey the grim, fatalistic reality that an untreated young person may not survive to experience old age. Clinically, the overtly despondent expression of the yellow emoji aligns directly with the symptom of Feeling Down. Furthermore, the explicit warning in the bottom text, translating to ""Get depression treated early; prevent suicide"" (डिप्रेशन का इलाज जल्दी कराएं; आत्महत्या रोकें।), shifts the meme into a public service announcement and provides direct textual evidence of the severe consequences associated with Self-Harm.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-254.jpg,UNIVERSAL_HUMAN,"This meme features a photograph of a phone charger labeled ""मैं"" (Hindi for ""Me"") hilariously failing to plug into an outlet, instead resting blindly against the solid plastic faceplate below the Hinglish text ""Public में awkward न होने की कोशिश"" (""Trying not to be awkward in public""). The core joke relies on a relatable visual metaphor where the physical inability of the plug to connect perfectly mirrors the creator's perceived social ineptitude, translating localized internet humor into a universal expression of feeling distinctly out of place. Emotionally, this self-deprecating juxtaposition uses a mundane, comical failure to convey underlying social anxiety and self-consciousness, though the humor focuses on relatable embarrassment rather than clearly depicting the severe clinical symptoms outlined in the reference glossary.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/CULTURAL_REFERENCE_DEPENDENT/test/TE-232.jpg,CULTURAL_REFERENCE_DEPENDENT,"This six-panel Hindi-translated Mr. Lovenstein comic features a simple white figure initially quoting the famous Bollywood song lyric ""दोस्त दोस्त न रहा..."" (""A friend remained a friend no more"") into a black void, only for a voice to coldly reply, ""मैं तुम्हारा दोस्त नहीं हूँ।"" (""I am not your friend""). The core humor shifts from a dramatic, culturally recognizable expression of betrayal to profound, absurd isolation as the increasingly despondent figure realizes they lack any companionship, eventually stating, ""मैं भी तुम्हारा दोस्त नहीं हूँ।"" (""I am also not your friend"") before the background dissolves into television static. Emotionally, the comic illustrates a devastating progression from performative melancholy to genuine, hollow self-alienation and mental blankness. Clinically, the character's explicit self-rejection aligns with the symptom of **Low Self-Esteem**, the visible shift toward emotional pain illustrates **Feeling Down**, and the final panel's visual metaphor of static strongly suggests a **Concentration Problem** indicative of dissociation or cognitive shutdown in response to intense psychological distress.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-145.jpg,UNIVERSAL_HUMAN,"This image features a black hanging sign outside a modern storefront displaying a bait-and-switch joke written in Hindi: ""कभी मत भूलना कि तुम किसी के मुस्कुराने की वजह हो। क्योंकि तुम एक मज़ाक हो।"" (Never forget that you are the reason for someone's smile. Because you are a joke). The cultural nuance relies on subverting a cliché, superficially uplifting motivational quote into a harsh, cynical punchline that abruptly shatters the initial positive sentiment. Emotionally, the meme utilizes this abrupt shift to dark, self-deprecating humor to mask underlying psychological distress by jarringly transitioning from perceived affection to outright mockery. Within a clinical context, the harsh punchline explicitly conveys Low Self-Esteem, as reducing oneself (or the intended reader) to a mere ""joke"" directly aligns with expressions of worthlessness, self-hatred, and the feeling of lacking genuine value.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-106.jpg,UNIVERSAL_HUMAN,"This meme features a desolate image of a person lying face-down on cracked, barren earth, accompanied by Hindi text that translates to, ""Finally, my mind has gone bad... don't bother returning it..... it wasn't working properly anyway."" The humor relies on a common internet trope of treating one's own brain as a defective, unreturnable product, using dark comedy and literal physical collapse to hyperbolize total mental exhaustion within South Asian meme culture. Emotionally, the juxtaposition of the physically defeated figure with the casually flippant text conveys a cynical acceptance of severe burnout, masking genuine psychological distress with a dismissive attitude toward one's own faculties. Clinically, the explicit textual admission that the brain ""wasn't working properly,"" paired with the visual depiction of intense mental paralysis and apathy, strongly indicates a **Concentration Problem**, while the self-deprecating devaluation of the mind also points toward **Low Self-Esteem**.","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-570.jpg,UNIVERSAL_HUMAN,"This three-panel meme features a sequential image of two orange cats resting on a couch, with the left cat labeled in Hindi as ""स्थितिज ऊर्जा"" (Potential Energy) and the right cat as ""गतिज ऊर्जा"" (Kinetic Energy). The visual progression shows the ""Potential Energy"" cat yawning widely in the first panel, resting its head in the second, and finally, the ""Kinetic Energy"" cat yawning widely in the third panel, cleverly illustrating the physics principle of potential energy converting into kinetic energy. Emotionally, the meme is lighthearted, playful, and strictly educational, utilizing the inherently humorous visual of cats ""transferring"" a yawn to anthropomorphize a scientific concept. When evaluated against the clinical reference glossary, this meme exhibits no visual or textual evidence of psychological distress, as it functions purely as an innocuous academic joke without portraying any recognizable mental health symptoms.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-91.jpg,UNIVERSAL_HUMAN,"Utilizing the popular four-panel ""blob in a box"" template, this Hinglish meme illustrates a cycle of attempted self-improvement ending in harsh defeat, as a smiling pink blob steps out of its box to complete a task, is physically punched by yellow fists representing failure due to its own ""worthlessness"" (""नालायकी""), and retreats back inside significantly diminished. The core cultural irony and emotional weight stem from the jarring juxtaposition of the character's deceptively cute, persistent smile in the final panel with the severe psychological distress of resigning oneself to absolute failure. Clinically, the explicit Hindi text demonstrates **Low Self-Esteem** through the opening admission ""Self esteem कम है"" and later self-characterizations as utterly useless (""बेकार""), while the final panel's darkly comedic declaration, ""मैं इतना बेकार हूँ कि मुझे मर ही जाना चाहिए"" (I am so useless that I should just die), provides a direct textual reference indicative of **Self-Harm**. Furthermore, the visual depiction of the crying, battered blob in the third panel serves as explicit evidence of **Feeling Down**.","[0,0,1,0,1,0,0]",
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-617.jpg,UNIVERSAL_HUMAN,"Styled to resemble an edgy album cover complete with a translated Hindi ""Parental Advisory"" sticker, this meme features a stylized image of a highly distressed man restrained in a straitjacket next to a cartoon fairy and the Hindi text ""लगता है मैं पागल हो रहा हूँ"" (I think I am going crazy). The core irony lies in packaging a terrifying mental breakdown as a trendy, consumable pop-art aesthetic, using the absurd juxtaposition of the whimsical yellow fairy against the grim reality of physical restraint to convey a profound state of panicked helplessness and psychological distress. Clinically, the explicit text confessing a loss of sanity paired with the institutional imagery serves as a stark expression of intense emotional pain, aligning with the symptom of Feeling Down, while the presence of the seemingly hallucinated fairy visually suggests a severe state of dissociation, which can be indicative of a Concentration Problem.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-443.jpg,UNIVERSAL_HUMAN,"Featuring the widely recognized ""Aunty Acid"" cartoon character looking visibly exasperated while sitting upright under a floral blanket, this Hindi meme states, ""मेरा बिस्तर एक जादुई जगह है जहाँ मुझे अचानक वो सारे काम याद आ जाते हैं जो मुझे करने थे..."" (My bed is a magical place where I suddenly remember all the things I was supposed to do...). The core humor relies on the relatable irony of seeking physical rest, only for the brain to be suddenly flooded with anxiety-inducing reminders of unfinished responsibilities, conveying an underlying emotional state of restless frustration and mental hyperactivity rather than relaxation. Clinically, this depiction of an overactive mind generating intrusive, task-oriented thoughts exactly at bedtime directly aligns with a **Sleeping Disorder**, specifically illustrating the classic presentation of sleep-onset insomnia where mental hyperarousal prevents the onset of sleep.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/POP_CULTURE_DEPENDENT/test/TE-34.jpg,POP_CULTURE_DEPENDENT,"This meme utilizes a stern-faced image of classic Bollywood actor Amrish Puri—a cultural archetype for strict South Asian parents—juxtaposed with the transcribed Hindi/English text: ""मेरे parents: तुम successful क्यों नहीं हो? Also my parents: वही parents: तुमसे कुछ नहीं होगा"" (""My parents: Why aren't you successful? Also my parents: You won't be able to do anything""). The core irony highlights a contradictory and toxic cultural parenting dynamic where immense pressure to achieve is paired with harsh, demotivating language that actively undermines the child's confidence. Emotionally, the meme conveys a deep sense of frustration, inadequacy, and the psychological exhaustion of navigating a no-win situation with unsupportive authority figures. Clinically, by highlighting this constant parental belittlement, the meme directly aligns with the symptom of Low Self-Esteem, illustrating an environment that fosters internalized feelings of worthlessness and the ingrained belief that the individual is inherently incapable of success.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/REFERENCE_DEPENDENT/test/TE-32.jpg,REFERENCE_DEPENDENT,"This meme utilizes the popular ""Epic Handshake"" visual template to depict two muscular arms representing ""इंजीनियरिंग स्टूडेंट्स"" (Engineering students) and ""मेडिकल स्टूडेंट्स"" (Medical students) bonding over their shared burden of ""बहुत ज्यादा स्ट्रेस"" (Too much stress). Culturally, the image satirizes the intense academic pressure inherent to these highly competitive fields in South Asia by humorously juxtaposing an image of hyper-masculine strength with a confession of profound psychological vulnerability. The underlying emotional state of severe distress and fatalistic resignation is further cemented by the bottom caption ""जिंदगी झंड है 😢 🤘"" (Life is miserable/ruined), which provides direct evidence of the clinical symptom of Feeling Down through its explicit expression of hopelessness and emotional pain.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-97.jpg,UNIVERSAL_HUMAN,"This Hindi-language meme features Rafiki from *The Lion King* sitting in a serene lotus meditation pose, juxtaposed with the top text reading ""ना चिंता, ना भय..."" (""No worry, no fear..."") and the bottom punchline ""बस आज रात सोने दे!"" (""Just let me sleep tonight!""). The cultural irony stems from subverting the visual expectation of profound spiritual enlightenment by revealing an underlying emotional state of desperate exhaustion and frustration over an inability to rest. Clinically, this comedic yet urgent plea for a good night's rest directly aligns with the ""Sleeping Disorder"" symptom from the glossary, using the exaggerated trope of attaining inner peace to cope with the very grounded distress of insomnia.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-227.jpg,UNIVERSAL_HUMAN,"This meme pairs the Hindi text ""Kidnapper मुझे 20 मिनट झेलने के बाद वापस फेंक के चला गया।""—which translates to ""The kidnapper, after tolerating me for 20 minutes, threw me back and left""—with a slapstick image of Ralph Wiggum from *The Simpsons* being violently tossed headfirst through a shattered glass window. The core joke relies on extreme self-deprecation, utilizing the absurd scenario of a criminal being so frustrated by the victim's insufferable personality that they forcefully return them to convey a popular style of dark, localized internet humor. Emotionally, the meme uses this exaggerated physical rejection and comedic framing to playfully mask an underlying sense of personal inadequacy and the fear of being inherently unlikable. Clinically, by conceptualizing oneself as intensely intolerable and a massive, unwanted burden even to an abductor, the meme presents clear textual and thematic evidence of **Low Self-Esteem**.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-242.jpg,UNIVERSAL_HUMAN,"This meme features Hindi text translating to, ""When you are at a party and suddenly depression and anxiety hit and you disconnect from the world,"" positioned above an image of singer Chris Brown staring blankly into the distance while sitting apart from an active social group that includes DJ Khaled. The cultural humor stems from the relatable, ironic juxtaposition of being physically present in a vibrant, highly stimulating environment while experiencing an internal psychological crash that forces immediate social withdrawal. Emotionally, the meme captures the profound isolation and silent overwhelm that occurs when a sudden wave of mental distress interrupts what is culturally expected to be a joyful social experience. Clinically, the combination of the text explicitly describing getting ""cut off from the world"" and the visual of the subject's blank, thousand-yard stare directly aligns with a **Concentration Problem**, specifically illustrating the acute dissociation that can accompany sudden anxiety and depressive episodes.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-528.jpg,UNIVERSAL_HUMAN,"The meme features a close-up image of actor Adam Driver sitting in a booth with his eyes peacefully closed and a soft smile, overlaid with the bold yellow Devanagari text ""सुकून"" at the bottom. Translating to ""peace,"" ""tranquility,"" or ""relief"" in Hindi and Urdu, this localized meme utilizes the actor's distinctly relaxed expression to culturally signify a profound, deeply felt moment of inner calm. Emotionally, the literal harmony between the serene image and the translated text conveys a genuine state of psychological comfort, serving as a sincere representation of mental respite rather than masking any underlying distress. As a straightforward expression of positive mental well-being and tranquility, the meme lacks any visual or textual markers of clinical psychological struggle, functioning instead as a celebration of quiet relief.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/BRAND_DEPENDENT/test/TE-629.jpg,BRAND_DEPENDENT,"This meme features a WhatsApp notification from ""Mummy"" asking ""खाना खाया कि नहीं?"" (Hindi for ""Have you eaten?"") superimposed over a heavily blurred, presumably distraught or crying face. Culturally, the image relies on a prevalent South Asian internet trope satirizing how parents often express love and concern strictly through routine inquiries about food, frequently remaining oblivious to their child's deeper psychological struggles. The emotional weight of the meme stems from the jarring juxtaposition between the user's implied mental breakdown in the background and the mundane, everyday parental text, conveying a deep sense of isolation and the inability to communicate genuine distress to family members. Clinically, the visual implication of intense emotional pain or crying in the obscured background serves to express an underlying psychological struggle, aligning directly with the symptom of Feeling Down.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-28.jpg,UNIVERSAL_HUMAN,"This meme features a variation of the popular ""crying cat"" template, showing a heavily overweight feline with photoshopped tearful eyes sitting on a veterinary scale, where the digital readout has been edited to display the Hindi text ""भैंस"" (Bhains). The cultural nuance and core joke rely on the fact that ""bhains"" translates to ""buffalo,"" a common South Asian slang insult used to mock someone for being obese, effectively creating a darkly comedic scenario where an inanimate scale is directly fat-shaming the subject. Emotionally, the juxtaposition of the harsh text with the pathetic, teary-eyed animal conveys a deep sense of victimization and sadness, using absurd internet humor to mask the very real psychological distress of confronting a negative body image. Clinically, the explicit visual of the crying eyes directly represents the symptom of Feeling Down, while the overwhelming anxiety and derogatory self-appraisal associated with the scale strongly evoke the body dysmorphia and weight-related distress characteristic of an Eating Disorder.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/BRAND_DEPENDENT/test/TE-586.jpg,BRAND_DEPENDENT,"Utilizing the classic ""Is this a pigeon?"" template, this localized Indian meme obscures the protagonist with a Kingfisher beer bottle as he gestures toward Gold Flake cigarettes, a glass of chai, and a butterfly labeled ""Muth"" (Hindi slang for masturbation), paired with the bottom text asking, ""Kya yeh balanced diet hai?"" (Is this a balanced diet?). The core joke relies on the dark irony of absurdly framing a highly self-destructive, substance-dependent daily routine as healthy sustenance, conveying an underlying emotional state of self-deprecating resignation that masks severe psychological distress. Clinically, this comedic normalization of substituting proper nutrition and self-care with purely addictive, low-effort coping mechanisms provides visual and textual evidence of a Lack of Interest, as the imagery illustrates a profound apathy and an inability to maintain or enjoy normal life, relying instead on cheap dopamine hits just to get by.","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-206.jpg,UNIVERSAL_HUMAN,"This meme consists of a Hindi tweet translating to, ""I am waiting for the phone to disconnect so that I can message and ask - 'Yes brother, what did you need?'"" accompanied by a reaction image of an anime character staring blankly at a screen with severe, dark circles under their eyes. The cultural humor centers on modern phone anxiety and introversion, specifically the relatable irony of actively watching a phone ring out just to immediately text the caller instead of answering verbally. Emotionally, the pairing of a casual communication-avoidance strategy with an image of profound physical and mental depletion suggests that simple social interactions trigger an overwhelming sense of dread or exhaustion. From a clinical perspective, the character's visibly drained appearance and deeply bagged eyes explicitly depict exhaustion, pointing to a **Sleeping Disorder**, while the behavioral paralysis of ignoring the call reflects a broader apathy and **Lack of Interest** in engaging with everyday social connections.","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-655.jpg,UNIVERSAL_HUMAN,"This meme features a cheerful, pink-haired anime girl holding a comforting miniature chibi version of herself, accompanied by Hinglish text stating ""Test में मुझे सचमुच कुछ नहीं आता during a test"" (I truly know nothing during a test) while the tiny girl advises, ""- खत्म होने के बाद घर जाकर anime देख लेना"" (After it finishes, go home and watch anime). Culturally, the image plays on the relatable student experience of entirely blanking on an exam, utilizing a visually soothing and cute aesthetic to humorously mask the underlying anxiety of academic failure through immediate media escapism. Clinically, the explicit admission of being completely unable to recall information or engage with the exam material aligns with a **Concentration Problem**, demonstrating acute academic paralysis where the individual completely abandons the stressful cognitive task in favor of avoidant, comforting thoughts.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-440.jpg,UNIVERSAL_HUMAN,"This meme features a still of Alec Baldwin resting his chin on his hands with a deadpan, unimpressed expression, accompanied by Hindi text translating to ""Me after 3 months in any relationship: This is boring. I am bored now."" The core joke highlights the fleeting nature of the honeymoon phase in modern romance, using the character's signature apathy to humorously convey an underlying emotional state of detachment, emotional unavailability, and chronic dissatisfaction. Clinically, the meme's explicit textual declarations of profound boredom and inability to sustain engagement in intimate relationships align directly with the symptom of a **Lack of Interest**, illustrating a form of interpersonal anhedonia masked as relatable, cynical internet humor.","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-229.jpg,UNIVERSAL_HUMAN,"This Hindi-language meme features top text translating to ""Me after being happy for just 5 minutes:"" alongside an illustration of a sweating, terrified figure being ambushed by a menacing, gun-wielding green entity labeled ""डिप्रेशन"" (Depression). The dark humor relies on the cultural nuance of the hostile entity politely greeting its victim with ""नमस्ते"" (Namaste) while holding them at gunpoint, illustrating a cruel irony where severe psychological distress casually and violently interrupts a brief period of joy. Emotionally, the juxtaposition of the text regarding fleeting happiness with the visual of an imminent, inescapable threat conveys an underlying state of hypervigilance and the crushing dread that positive emotions cannot be sustained. Clinically, the explicit personification of depression as a forceful, armed attacker that abruptly ends a person's happiness provides direct evidence of the ""Feeling Down"" symptom, depicting emotional pain and hopelessness as a sudden, uncontrollable assault.","[1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/CELEBRITY_DEPENDENT/test/TE-470.jpg,CELEBRITY_DEPENDENT,"The meme features Hinglish text translating to ""Me waking up like this at 8:46 PM after accidentally taking a 6-hour depression nap,"" juxtaposed above an image of the notoriously self-destructive Bollywood character Kabir Singh looking heavily disheveled and exhausted while smoking alone at night. Culturally, the meme relies on this specific cinematic character as a localized shorthand for hitting an emotional rock bottom, capturing the bleak, disorienting void one feels upon waking up in the dark after trying to sleep away psychological distress. Clinically, the explicit textual mention of taking a six-hour ""depression nap"" during the day directly demonstrates a Sleeping Disorder, specifically highlighting the symptom of sleeping excessively to avoid life and the resulting ruined circadian rhythms.","[1,0,0,0,0,0,1]",
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-616.jpg,UNIVERSAL_HUMAN,"This meme features Hindi text translating to ""Strict parents: We grind our child in studies so that they get a government job. Their child:"" juxtaposed with a multi-panel template of Tom the cat engaging in lethal acts, including swallowing a handful of pills, preparing a noose, and sitting despondently on train tracks. The dark humor critiques the intense academic pressure prevalent in South Asian cultures, where parents' well-intentioned push for a stable, prestigious career ironically leads to severe psychological breakdown rather than practical success. Emotionally, the meme conveys a state of extreme despair, using the dramatic contrast between the parents' practical career aspirations and the child's hidden agony to highlight profound distress. Clinically, the explicit visual depictions of suicide methods directly align with the symptom of Self-Harm, while Tom's hopeless, heavy-eyed expression in the final panel provides clear evidence of Feeling Down.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0]","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-289.jpg,UNIVERSAL_HUMAN,"This meme features a black-and-white manga panel of a sweetly smiling character, accompanied by Hindi text setting up a mundane scenario: ""Me: *makes eye contact with a girl in class* / That girl:"". The core humor stems from the jarring juxtaposition between the girl's serene, friendly expression and the highly aggressive, vulgar Hindi text in her speech bubble (""भाड़ में जा साले, कमीने कहीं के,"" translating roughly to ""Go to hell asshole, you scoundrel""), highlighting a localized internet trope of exaggerated romantic rejection. Emotionally, this stark contrast is used to mask the creator's social anxiety, projecting a sense of immediate, visceral disgust from the opposite sex over a simple passing glance. Clinically, this intense self-deprecating framing—where the creator assumes they are so inherently repulsive that mere eye contact warrants extreme verbal abuse—aligns with the symptom of Low Self-Esteem, reflecting internalized feelings of being completely undesirable or a target of contempt in social settings.","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-7.jpg,UNIVERSAL_HUMAN,"This two-panel Hinglish meme utilizes a reaction template of an innocent-looking anime girl tucked into bed to illustrate a darkly comedic psychological scenario. In the first panel, the character, labeled ""मैं"" (Me), calmly denies the prompt ""डॉक्टर: क्या तुम्हें किसी को मारने के thoughts आते हैं?"" (Doctor: Do you get thoughts of killing someone?), but she nervously averts her eyes in the second panel when asked ""डॉक्टर: क्या तुम्हें suicidal thoughts आते हैं?"" (Doctor: Do you get suicidal thoughts?). The underlying emotional context reveals severe distress masked by a cute, non-threatening aesthetic, relying on localized internet humor where casually admitting to inward-directed danger is more relatable than outward aggression. Clinically, the explicit textual mention of ""suicidal thoughts"" paired with the character's suspiciously guilty reaction serves as a direct confession of the symptom of Self-Harm.","[1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/POP_CULTURE_DEPENDENT/test/TE-166.jpg,POP_CULTURE_DEPENDENT,"The meme utilizes a progressive ""team huddle"" visual template featuring animated hands in Indian cricket jerseys stacking together, each labeled with translated Hindi text describing psychological struggles such as ""Who am I?"", ""Doing anything without thinking"", ""Feeling like dying"", ""mood swings"", ""unstable relationships"", and ""fear of loneliness"". Culturally grounded in South Asian internet humor, the bottom panel punchline reads ""Welcome to the hub of overthinking and drama!"", depicting these collective traits as serious-looking cricketers being greeted by a goofy, brightly dressed animated Bollywood comedian character. This creates a stark emotional juxtaposition that uses the upbeat, team-building imagery of sports camaraderie and cartoonish comedy to mask and awkwardly normalize profound psychological distress. Clinically, the explicit inclusion of the panel reading ""'मरने का मन' होना"" (translated as ""feeling like dying"" or ""wanting to die"") serves as direct textual evidence aligning with the Self-Harm symptom.","[1,0,1,0,1,0,0]",
image_plus_explanation,/Users/soureeshdalal/Desktop/categorization/translated_categorized_memes/UNIVERSAL_HUMAN/test/TE-652.jpg,UNIVERSAL_HUMAN,"This image features a light blue sweatshirt acting as a wearable meme, prominently displaying the hybrid English-Hindi text ""Overthinking का बादशाह,"" which translates to ""King of Overthinking,"" alongside a sleeve graphic that reads ""फालतू सोच / फालतू लोग / फालतू लोचे"" (Useless thoughts / Useless people / Useless problems) above a mock barcode. The cultural humor relies on the ironic juxtaposition of claiming a grandiose, royal title (""Badshah"") for a mundane yet distressing psychological struggle, conveying an underlying emotional state of chronic anxiety masked by self-deprecating, casual acceptance. Clinically, this explicit self-identification with excessive rumination and being plagued by ""useless thoughts"" aligns with a Concentration Problem, as this relentless overthinking frequently manifests as the mental paralysis and inability to focus outlined in the diagnostic criteria.","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
